,Average_AttendanceTimeSeconds
IncGeo_BoroughCode_E09000030,-0.04635123058666883
ProperCase_Tower Hamlets,-0.04635123058666883
SpecialServiceType_Removal of objects from people,-0.04671784661240971
IncidentStationGround_Lambeth,-0.04896372751396008
Postcode_district_SW9,-0.05187716181168205
SpecialServiceType_Medical Incident,-0.05433666593183622
StopCodeDescription_AFA,-0.05462949722507089
FirstPumpArriving_DeployedFromStation_Brixton,-0.05690128245826704
Postcode_district_E1,-0.05824770137293646
IncGeo_BoroughCode_E09000020,-0.06072508657519215
ProperCase_Kensington And chelsea,-0.06072508657519215
IncidentStationGround_Brixton,-0.06562196784278364
ProperCase_Lambeth,-0.07612941819717589
IncGeo_BoroughCode_E09000022,-0.07612941819717589
PropertyCategory_Non Residential,-0.07735841431289081
SecondPumpArriving_DeployedFromStation_no second pump,-0.13445118078031987
